tweetOG,tweetBR,class
Trump campaign video suggesting Trump’s travel restrictions on China saved 2 million lives.,Vídeo de campanha Trump sugerindo que as restrições de viagem de Trump na China salvassem 2 milhões de vidas.,0
A post shared more than 160000 times on Facebook during the novel coronavirus pandemic says Bill Gates wants “digital tattoos” to check who has been tested and asks if it would be “like holocaust victims have.”,"Um post compartilhado mais de 160000 vezes no Facebook durante a nova pandemia de coronavírus diz que Bill Gates quer ""tatuagens digitais"" para verificar quem foi testado e pergunta se seria ""como as vítimas do Holocausto"".",0
The Centers for Disease and Prevention has reduced the number of COVID-19 cases recorded in the U.S.,Os centros de doença e prevenção reduzem o número de casos Covid-19 registrados no U.S.,0
A photo shows Proud Boys member Rob Cantrall at a recent Michigan protest.,Uma foto mostra o membro orgulhoso dos meninos Rob Cantrall em um recente protesto de Michigan.,0
“There was no real scientific basis for believing that” social distancing would be necessary “since it had never been studied.”,"""Não havia uma base científica real para acreditar que"" distanciamento social seria necessário ""desde que nunca foi estudado"".",0
Regarding the risks of coronavirus transmission on an airplane “It’s as safe as an environment as you’re going to find.”,"Em relação aos riscos da transmissão do coronavírus em um avião ""é tão seguro quanto um ambiente, pois você vai encontrar.""",0
Trump: “Medically we had empty cupboards. The cupboards — I say the cupboards were empty.”,"Trump: ""Medicamente nós tínhamos armários vazios. Os armários - eu digo que os armários estavam vazios. """,0
Central Park hospital tents housed thousands of abused children released from underground captivity.,Central Park Hospital Tends abrigou milhares de crianças abusadas liberadas do cativeiro subterrâneo.,0
Wearing face masks can cause carbon dioxide toxicity; can weaken immune system.,Vestir máscaras faciais pode causar toxicidade de dióxido de carbono; pode enfraquecer o sistema imunológico.,0
Joe Biden has “written a letter of apology” for calling Trump’s travel restrictions from China “xenophobic.”,"Joe Biden ""escreveu uma carta de desculpas"" para chamar as restrições de viagem de Trump da China ""xenofóbica"".",0
Posts on social media claim the US Centers for Disease Control and Prevention (CDC) has revised down its death toll for COVID-19.,Posts em Mídias Sociais Reivindique os Centros dos EUA para controle de doenças e prevenção (CDC) revisou seu número de mortos para a Covid-19.,0
CDC suddenly lost 30000 deaths from coronavirus from its data thus proving the virus is not as serious as it seems.,"O CDC de repente perdeu 30000 mortes por coronavírus de seus dados, provavelmente, o vírus não é tão sério quanto parece.",0
Gas is under $1 in 13 states but $2.27 in Pennsylvania because of the governor.,"O gás está abaixo de US $ 1 em 13 estados, mas US $ 2,27 na Pensilvânia por causa do governador.",0
“93% of the (COVID-19) cases in the state of Illinois have come from Chicago.”,"""93% dos casos (covid-19) no estado de Illinois vieram de Chicago.""",0
Under the mayor’s COVID-19 order Kansas City “churchgoers must register with the government.”,"Sob a Ordem Covid-19 da Prefeitura Kansas City ""ChurchGoers deve se registrar com o governo"".",0
The CARES Act was introduced in January 2019 which proves the COVID-19 pandemic was planned in advance.,"A Lei de Cuidados foi introduzida em janeiro de 2019, que prova a pandemia da Covid-19 foi planejada antecipadamente.",0
Social media users have shared a photo that claims to show a “Center for Global Human Population Reduction” affiliated with the Bill & Melinda Gates Foundation.,"Os usuários da mídia social compartilharam uma foto que afirma mostrar um ""centro para a redução da população humana global"" afiliada à Fundação Bill & Melinda Gates.",0
COVID-19 has infected more meatpackers in the U.S. than health care workers.,A Covid-19 infectou mais madeireiras no U.S. do que os trabalhadores de saúde.,0
Kentucky teachers will conduct in-home “bedroom inspections” during the week of April 27 for their kindergarten through eighth grade students.,Os professores de Kentucky conduzirão inspeções de quarto em casa durante a semana de 27 de abril para o jardim de infância através de estudantes de oitavo ano.,0
The photo shows a packed beach in Bloemfontein South Africa during the country’s coronavirus lockdown.,A foto mostra uma praia embalada na África do Sul Bloemfontein durante o bloqueio do coronavírus do país.,0
Pennsylvania’s governor breaking his own social distancing rules in a photo.,O governador da Pensilvânia quebrando suas próprias regras de distanciamento social em uma foto.,0
“Bill Gates admits his COVID-19 vaccine might kill nearly 1 million people.”,"""Bill Gates admite que sua vacina Covid-19 pode matar quase 1 milhão de pessoas"".",0
Former Rep. Trey Gowdy wrote essay past on social media claiming the COVID-19 pandemic was planned to help Democrats in the 2020 election.,O ex-Rep. Trey Gowdy escreveu ensaio passado nas mídias sociais Reivindicando a pandemia da Covid-19 foi planejada para ajudar os democratas na eleição 2020.,0
People should ignore guidelines to wear masks especially since the government doesn’t advise mask wearing for tuberulosis.,"As pessoas devem ignorar as diretrizes para usar máscaras, especialmente porque o governo não aconselha a máscara usando a tuberculose.",0
The White House is selling coins commemorating the COVID-19 pandemic.,A Casa Branca está vendendo moedas comemorando a pandemia da Covid-19.,0
Madagascar does not have any cases of the coronavirus,Madagascar não tem casos de coronavírus,0
An article circulating on Facebook claims that Microsoft co-founder Bill Gates said a COVID-19 vaccine could kill almost one million people citing an interview he gave.,Um artigo circulando no Facebook afirma que a Microsoft Co-Founder Bill Gates disse que uma vacina Covid-19 poderia matar quase um milhão de pessoas citando uma entrevista que ele deu.,0
South African President Cyril Ramaphosa asked all foreigners to leave the country by June 21 in response to the spread of COVID-19.,O presidente sul-africano Cyril Ramaphosa pediu a todos os estrangeiros que saíssem do país em 21 de junho em resposta à propagação da Covid-19.,0
The video shows the FBI seizing coronavirus-infected face masks sent from China.,O vídeo mostra o FBI apreendendo máscaras faciais infectadas por coronavírus enviadas da China.,0
The post contains a COVID-19 conspiracy theory written by former South Carolina Rep. Trey Gowdy.,O post contém uma teoria da conspiração Covid-19 escrita pelo ex-representante da Carolina do Sul. Trey Gowdy.,0
The photo shows bedding and food aid packages distributed in Rwanda during the coronavirus pandemic,A foto mostra roupa de cama e pacotes de ajuda alimentar distribuídos em Ruanda durante a pandemia de coronavírus,0
Georgia Gov. Brian Kemp “mandates restaurants reopen”.,"Geórgia Gov. Brian Kemp ""mandata restaurantes reabrir"".",0
“Governor Andy Beshear has authorized Kentucky teachers to make in-home visits. With parental approval teachers will inspect the bedroom of each student currently enrolled in K-8.”,"""O governador Andy Beshear autorizou os professores do Kentucky a fazer visitas internas. Com os professores de aprovação dos pais, inspecionarão o quarto de cada aluno atualmente matriculado no K-8 "".",0
CDC does not recommend wearing masks.,O CDC não recomenda usar máscaras.,0
President Donald Trump is selling coronavirus-themed commemorative coins through the White House Gift Shop.,O presidente Donald Trump está vendendo moedas comemorativas com temas de coronavírus através da loja de presentes da Casa Branca.,0
Dr. Elisa Granato one of the first volunteers to receive a potential COVID-19 vaccine in the U.K. has died.,Dr. ELISA Granato Um dos primeiros voluntários a receber uma vacina potencial Covid-19 no U.K. morreu.,0
Walmart Amazon Kroger Target and Costco “have not had any reported (coronavirus) cases in the news.”,"Walmart Amazon Kroger Target e Costco ""não tiveram nenhum caso relatado (coronavírus) nas notícias"".",0
The Department of Homeland Security (DHS) plans to mobilize the National Guard to enforce a nationwide 14-day quarantine.,O Departamento de Segurança Interna (DHS) planeja mobilizar a Guarda Nacional para impor uma quarentena nacional de 14 dias.,0
News outlets are misusing a boy’s image to report the same child died of COVID-19 in three different countries.,As lojas de notícias estão abusando de uma imagem de um menino para relatar a mesma criança morreu de Covid-19 em três países diferentes.,0
Harvard professor Charles Lieber was arrested for manufacturing and selling the new coronavirus to China,O professor de Harvard Charles Lieber foi preso por fabricar e vender o novo coronavírus para a China,0
French health care workers are putting on defective Chinese-made protective gowns.,Trabalhadores de cuidados de saúde franceses estão colocando os vestidos de proteção com defeito chinês.,0
Mosquitoes can spread COVID-19 “from person to person.”,"Mosquitos podem espalhar Covid-19 ""de pessoa para pessoa"".",0
Donald Trump’s claim that the USA had more testing than all other countries combined.,A alegação de Donald Trump de que os EUA tiveram mais testes do que todos os outros países combinados.,0
“So 2 doctors from Bakersfield discover that coronavirus mortality rate is 0.03%. 13x less deadly than what was previously thought! Their analysis has since been banned from YouTube.”,"""Assim, 2 médicos do Bakersfield descobrem que a taxa de mortalidade de coronavírus é de 0,03%. 13x menos mortal do que o que se pensava anteriormente! Sua análise já foi banida do YouTube "".",0
Walmart Kroger Amazon Target and Costco had no reported cases of coronavirus in the news.,Walmart Kroger Amazon alvo e Costco não tinham casos relatados de coronavírus nas notícias.,0
Young people “have a greater chance of being killed by the HPV vaccine than COVID-19.”,"Os jovens ""têm uma chance maior de serem mortos pela vacina contra o HPV do que a Covid-19"".",0
Sign outside the Bill & Melinda Gates Foundation says “Center for Global Human Population Reduction.”,"O sinal fora da Fundação Bill & Melinda Gates diz ""Centro para a redução da população humana global"".",0
Coronavirus mortality rate been proven to be 0.03%.,"A taxa de mortalidade de coronavírus provou ser de 0,03%.",0
Walmart Amazon Kroger Target and Costco stores — while staying open during the COVID-19 pandemic — “have not had any reported cases” of employees contracting the coronavirus.,"Walmart Amazon Kroger Target e Costco lojas - enquanto se abrem durante a pandemia da Covid-19 - ""não tiveram nenhum caso relatado"" de funcionários contratando o coronavírus.",0
Thousands of doctors say hydroxychloroquine cures coronavirus.,Milhares de médicos dizem que hidroxicloroquina cura coronavírus.,0
“Children don’t seem to be getting this virus.”,"""As crianças não parecem estar recebendo este vírus"".",0
Says Dr. Anthony Fauci’s name appears on “4 U.S. patents for a key glycoprotein” used to “create the current COVID-19 epidemic.”,"Diz o nome do Dr. Anthony Fauci aparece em ""4 Patentes U.S. para uma glicoproteína chave"" usada para ""criar a atual epidemia Covid-19"".",0
Says if you’re refused service at a store for not wearing a mask “call the department of health and report the store. Masks are suggested not required.”,"Diz se você é recusado serviço em uma loja por não usar uma máscara ""Ligue para o Departamento de Saúde e relate a loja. Máscaras são sugeridas não necessárias. """,0
Michigan Gov. Gretchen Whitmer “has just been stripped of her emergency coronavirus powers by her state legislature.”,"Michigan Gov. Gretchen Whitmer ""acaba de ser despojado de seus poderes de coronavírus de emergência por sua legislatura do estado"".",0
“We’ve tested more than every country combined.”,"""Temos mais que todos os países combinados.""",0
The CDC recommends that only people with COVID-19 symptoms should wear masks.,O CDC recomenda que apenas as pessoas com sintomas Covid-19 devem usar máscaras.,0
Dr. Anthony Fauci “has known for 15 years that chloroquine and … hydroxychloroquine will not only treat a current case of coronavirus but prevent future cases.”,"O Dr. Anthony Fauci ""conheceu há 15 anos que a cloroquina e ... A hidroxicloroquina não só tratará um caso atual de coronavírus, mas evitará casos futuros"".",0
“The (corona)virus just isn’t nearly as deadly as we thought it was.”,"""O vírus (Corona) não é quase tão mortal quanto pensamos que era.""",0
“All Missouri businesses can open Monday May 4 under our new Order as long as new guidelines are followed.”,"""Todas as empresas do Missouri podem abrir segunda-feira, 4 de maio sob nossa nova ordem, desde que novas diretrizes sejam seguidas"".",0
A 2005 NIH study shows that Fauci already knew of chloroquine’s effectiveness against coronaviruses including SARS-CoV-2.,"Um estudo de NIH de 2005 mostra que a FAUCI já sabia da eficácia da cloroquina contra os coronavírus, incluindo a SARS-Cov-2.",0
Dr. Anthony Fauci disappeared at the end of April because he had illegally sent $3.7 million to a virology lab in Wuhan China.,"O Dr. Anthony Fauci desapareceu no final de abril, porque ele enviou ilegalmente US $ 3,7 milhões para um laboratório de virologia em Wuhan China.",0
Hospitals in the United States get paid $750 for patients who die from the flu $17500 for COVID-19.,Hospitais nos Estados Unidos recebem US $ 750 para pacientes que morrem da FLE $ 17500 para Covid-19.,0
“If you have had a flu shot in the last 3-5 years you will probably test positive” for COVID-19.,"""Se você teve uma vacina contra a gripe nos últimos 3-5 anos, provavelmente testará positivo"" para Covid-19.",0
Late herbalist known as “Dr. Sebi” was correct in saying viruses don’t exist.,"Herbalista tardio conhecido como ""Dr. Sebi ""estava correto em dizer vírus não existem.",0
“Why did the US (NIH) in 2017 give $3.7m to the Wuhan Lab in China? Such grants were prohibited in 2014. Did Pres. Obama grant an exception?”,"""Por que os EUA (NIH) em 2017 dão US $ 3,7 milhões ao Wuhan Lab na China? Tais subsídios foram proibidos em 2014. Press. Obama concede uma exceção? """,0
The rate of coronavirus-related deaths being reported out of New York City is 200 times higher than the death rates of the world’s largest 10 cities.,A taxa de mortes relacionadas ao coronavírus que estão sendo relatadas da cidade de Nova York são 200 vezes maior do que as taxas de mortalidade das maiores 10 cidades do mundo.,0
The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.,O governo deve ter planejado a pandemia do coronavírus porque a conta de assistência do coronavírus havia sido introduzida três anos antes.,0
Japanese doctor who won Nobel Prize said coronavirus is artifical and was manufactured in China.,Doutor japonês que ganhou prêmio Nobel disse que o coronavírus é artificial e foi fabricado na China.,0
A Facebook post shared more than 29000 times claims people in Pennsylvania who do not wear a face mask in public during the novel coronavirus pandemic risk a $500 fine and up to six months in jail.,Um post do Facebook compartilhado mais de 29000 vezes alega pessoas na Pensilvânia que não usam uma máscara facial em público durante o romance risco de pandemia de coronavírus uma multa de US $ 500 e até seis meses de prisão.,0
Graphics shared thousands of times on social media claim to show the exact probability of COVID-19 carriers spreading the disease if they or another person wears a mask.,Gráficos compartilhados milhares de vezes em mídias sociais afirmam mostrar a probabilidade exata de transportadores Covid-19 espalhando a doença se ou outra pessoa usa uma máscara.,0
Elisa Granato the first volunteer in the first Europe human trial of a COVID-19 vaccine has died.,ELISA GRANATO O primeiro voluntário no primeiro julgamento humano da Europa de uma vacina Covid-19 morreu.,0
“First volunteer in UK coronavirus vaccine trial has died.”,"""Primeiro voluntário no teste de vacinas do Coronavirus do Reino Unido morreu.""",0
A volunteer for Oxford coronavirus vaccine died.,Um voluntário para a vacina de Oxford Coronavirus morreu.,0
Doctors encouraged by hospitals and AMA to overcount COVID-19 deaths.,Médicos incentivados por hospitais e Ama a supercontar a Covid-19 mortes.,0
Black cats in Vietnam are being killed and consumed as a COVID-19 cure.,Gatos pretos no Vietnã estão sendo mortos e consumidos como uma cura Covid-19.,0
“Mitch McConnell said he wanted states to go bankrupt instead of the federal government providing relief. Today Thom Tillis agreed.”,"""Mitch McConnell disse que queria que os estados fossem falidos em vez do governo federal fornecendo alívio. Hoje Thom Tillis concordou. """,0
“Ultraviolet Radiation is administered into the body as a disinfectant to kill bacteria and viruses and this has been used for a while now.”,"""A radiação ultravioleta é administrada no corpo como desinfetante para matar bactérias e vírus e isso tem sido usado por um tempo agora"".",0
Exposure of blood to ultraviolet light rids the body of coronavirus.,A exposição de sangue a luz ultravioleta ridifica o corpo do coronavírus.,0
“Half the workforce in the country may have just been idled” by coronavirus.,"""Metade da força de trabalho no país pode ter sido aberta"" por coronavírus.",0
“We’ve still had more deaths to the flu this year than we’ve had COVID-19.”,"""Ainda tivemos mais mortes à gripe este ano do que tivemos Covid-19"".",0
Two physicians in Bakersfield California claim that COVID-19 is similar to the flu in terms of prevalence and mortality; that sheltering in place weakens that immune system.,Dois médicos em Bakersfield Califórnia afirmam que Covid-19 é semelhante à gripe em termos de prevalência e mortalidade; Aquele abrigo no lugar enfraquece esse sistema imunológico.,0
North Carolina’s health department is “telling hospitals that if they decide to do elective surgeries they won’t be eligible to receive (protective equipment) from the state.”,"O Departamento de Saúde da Carolina do Norte está ""contando hospitais que, se decidirem fazer cirurgias eletivas, elas não serão elegíveis para receber (equipamento de proteção) do estado"".",0
Smoking may protect against COVID-19; scientists believe nicotine might protect against coronavirus.,O tabagismo pode proteger contra a Covid-19; Os cientistas acreditam que a nicotina pode proteger contra o coronavírus.,0
U.S sent 100000 military forces to South China Sea in a move to increase its presence in the region against the backdrop of the coronavirus pandemic.,A U.S enviou 100.000 forças militares ao Mar do Sul da China em movimento para aumentar sua presença na região contra o pano de fundo da pandemia de coronavírus.,0
President Trump urged people to ingest or inject disinfectants as a treatment for coronavirus.,O presidente Trump pediu às pessoas a ingerir ou injetar desinfetantes como tratamento para o coronavírus.,0
November 2019 job listing for a quarantine advisor at the Centers for Disease Control and Prevention prove the government knew the COVID-19 would hit United States.,Novembro de 2019 Listagem de trabalhos para um assessor de quarentena nos centros para controle de doenças e prevenção Prove que o governo sabia que o Covid-19 atingiria os Estados Unidos.,0
Mosques are allowed to stay open during pandemic in the United States but churches are not.,"Mesquitas podem ficar abertas durante a pandemia nos Estados Unidos, mas as igrejas não são.",0
“Trump and McConnell are blocking stimulus checks for Americans married to immigrants.”,"""Trump e McConnell estão bloqueando cheques de estímilus para os americanos casados ​​com imigrantes.""",0
President Barack Obama “signed the medical appliance tax bill that forced companies to outsource manufacturing of masks gowns gloves and ventilaors [sic] to China Europe and Russia to avoid the tax.”,"O presidente Barack Obama ""assinou a conta de imposto de eletrodomésticos que forçou as empresas a terceirizar a fabricação de luvas de vestidos de máscaras e ventilas [sic] à China Europa e Rússia para evitar o imposto"".",0
“It’s not the coronavirus that’s killing people. It is the economy.”,"""Não é o coronavírus que está matando as pessoas. É a economia "".",0
“President Trump just announced that the ‘biological’ lab in Wuhan where the COVID-19 virus was created was ‘funded’ by President Barak Hussein Obama in 2015 to the tune of $3800000 American dollars!”,"""O presidente Trump acaba de anunciou que o laboratório"" biológico ""em Wuhan, onde o vírus Covid-19 foi criado foi"" financiado ""pelo presidente Barak Hussein Obama em 2015 para a melodia de US $ 3800000 americanos!""",0
“Pelosi was in (Wuhan) China 6 days after the impeachment HOAX failed.”,"""Pelosi estava em (Wuhan) porcelana 6 dias após a falha de impeachment falhou.""",0
The existence of a canine coronavirus vaccine casts doubt on statements that there isn’t one for humans.,A existência de uma vacina canina de coronavírus lança dúvidas sobre declarações de que não há um para os humanos.,0
“People defying stay-at-home order fill Arizona beaches.”,"""Pessoas que desafiam a ordem da estadia em casa preenche as praias do Arizona.""",0
Mosquitoes can transfer COVID-19 “from person to person”.,"Mosquitos podem transferir Covid-19 ""de pessoa para pessoa"".",0
If you paid rent in March or April in the United States “they got to give” you your money back.,"Se você pagou aluguel em março ou abril nos Estados Unidos ""eles têm que dar"" seu dinheiro de volta.",0
Pennsylvania House of Representatives approved funding for COVID-19 in June 2019 proving that the pandemic was pre-planned.,Pensilvânia House of Representantes aprovou financiamento para Covid-19 em junho de 2019 provando que a pandemia foi pré-planejada.,0
A video of hot mic comments between a Fox News reporter and a New York Times photographer reveals that COVID-19 is a hoax and proves that there is a secret vaccine.,Um vídeo de comentários quentes de microfone entre um repórter de notícias Fox e um fotógrafo de Nova York revela que Covid-19 é uma farsa e prova que há uma vacina secreta.,0
Trey Gowdy said coronavirus shutdowns were suspicious and overblown.,Trey Gowdy disse que os desligamentos de coronavírus eram suspeitos e exagerados.,0
All elective or non-emergency surgeries are banned to prioritize coronavirus treatments and prevent the spread.,Todas as cirurgias eletivas ou não de emergência são banidas para priorizar os tratamentos de coronavírus e impedir a propagação.,0
U.S. House Speaker Nancy Pelosi was in Wuhan China in time to release the novel coronavirus and sabotage the U.S.-China trade deal.,U.S. House Speaker Nancy Pelosi estava em Wuhan China a tempo de liberar o romance coronavírus e sabotar o negócio de comércio U.S.-China.,0
U.S. House Speaker Nancy Pelosi was in Wuhan China six days after the impeachment proceedings against President Trump ended.,U.S. House Speaker Nancy Pelosi estava em Wuhan China seis dias após o processo de impeachment contra o presidente Trump terminou.,0
“Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.”,"""Quase metade dos condados (Missouri) não relataram casos positivos (Covid-19).",0
The U.S. CDC quietly updated their numbers in August to show that only 6% of all coronavirus deaths were completely due to the coronavirus alone,O CDC dos EUA atualizou silenciosamente seus números em agosto para mostrar que apenas 6% de todas as mortes do coronavírus foram completamente devido ao coronavírus sozinho,0
"Social media posts shared thousands of times and retweeted by President Donald Trump claim the U.S Centers for Disease Control and Prevention cut the national COVID-19 death toll by 94%, citing a CDC comorbidity chart.","Posts de mídia social compartilhada milhares de vezes e retweetado pelo presidente Donald Trump afirmam que os Centros U.S para controle de doenças e prevenção cortam o número de mortes Covid-19 nacional em 94%, citando um gráfico de comorbidade CDC.",0
"The CDC updated the COVID-19 number to admit that only 6% of all the 153,504 deaths recorded actually died from COVID-19.",O CDC atualizou o número Covid-19 para admitir que apenas 6% de todas as 153.504 mortes registradas realmente morreram da Covid-19.,0
"Either masks work or they don’t; if masks work, then physical distancing and lockdowns are unnecessary.","Ou máscaras funcionam ou não; Se as máscaras funcionarem, então distanciamento físico e bloqueios são desnecessários.",0
"The RT-PCR test for the virus that causes COVID-19 detects human DNA on chromosome 8, therefore all tests will give a positive result","O teste RT-PCR para o vírus que faz com que a Covid-19 detecte o DNA humano no cromossomo 8, portanto, todos os testes darão um resultado positivo",0
The Governor of Maine has ordered restaurant staff to wear dog cone-style face visors as a precautionary measure against COVID-19.,O governador de Maine encomendeu a equipe do restaurante para usar visores de rosto de estilo cone de cão como uma medida de precaução contra a Covid-19.,0
The greatest trick the U.S. CDC ever pulled was convincing the world you can be sick without having symptoms.,O maior truque que os U.S. CDC já puxou estava convencendo o mundo que você pode ficar doente sem ter sintomas.,0
"The survival rate of COVID-19 is close to 100% without a vaccine, so what exactly will the purpose of the new vaccine be?","A taxa de sobrevivência de Covid-19 é próxima de 100% sem vacina, então o que exatamente o objetivo da nova vacina será?",0
Misleading claims about COVID-19 vaccine spread by ‘Plandemic’ video,Reivindicações enganosas sobre a vacina Covid-19 espalhadas pelo vídeo 'plandemic',0
"Photos show Democratic presidential nominee Joe Biden and his running mate, Sen. Kamala Harris, are not abiding by public health recommendations regarding face masks.","As fotos mostram o Nomee Presidencial Democrata Joe Biden e seu companheiro de corrida, o Sen. Kamala Harris, não estão cumprindo as recomendações de saúde pública sobre máscaras faciais.",0
"Facebook posts shared tens of thousands of times during the Democratic National Convention criticize Joe Biden, Kamala Harris, and other top Democrats for appearing in a crowd without masks.","Os posts no Facebook compartilhados dezenas de milhares de vezes durante a Convenção Nacional democrática criticam Joe Biden, Kamala Harris e outros principais democratas por aparecer em uma multidão sem máscaras.",0
"“Hydroxychloroquine is why Uganda, with a population of 43M, has only 15 COVID-19 deaths.”","""A hidroxicloroquina é por que Uganda, com uma população de 43m, tem apenas 15 mortes da Covid-19"".",0
The overall lethality of COVID-19 (infection fatality rate) is about 0.1% to 0.3% and thus in the range of a severe influenza; up to 60% of all persons may already have a certain cellular background immunity to the new coronavirus due to contact with previous coronaviruses (i.e. cold viruses); there is still little to no scientific evidence for the effectiveness of cloth face masks in healthy and asymptomatic individuals,"A letalidade global da Covid-19 (taxa de fatalidade da infecção) é de cerca de 0,1% a 0,3% e, portanto, na gama de uma influenza grave; Até 60% de todas as pessoas podem já ter uma certa imunidade de fundo celular para o novo coronavírus devido ao contato com coronavírus anteriores (isto é, vírus frios); Ainda há pouca ou nenhuma evidência científica para a eficácia das máscaras faciais de pano em indivíduos saudáveis ​​e assintomáticos",0
Our chance of not dying from COVID-19 is 99.96%,"Nossa chance de não morrer de Covid-19 é 99,96%",0
Would you take a vaccine with a 33% death rate to feel safe from a virus with a 0.06% death rate?,"Você tomaria uma vacina com uma taxa de óbito de 33% para se sentir a salvo de um vírus com uma taxa de mortalidade de 0,06%?",0
"Sweden has a lower COVID-19 death rate than Spain, Italy and the U.K., even though it never had a lockdown","A Suécia tem uma taxa de mortalização de Covid-19 inferior do que a Espanha, a Itália e a U.K., embora nunca tivesse um bloqueio",0
"A large, country-randomized controlled trial with 2.7 billion people shows that COVID-19 patients treated with hydroxychloroquine have a 79.1% lower death rate","Um enorme ensaio controlado randomizado com 2,7 bilhões de pessoas mostram que os pacientes Covid-19 tratados com hidroxicloroquina têm uma taxa de mortalidade inferior a 79,1%",0
"Posts shared thousands of times on social media claim Legionnaires’ disease, a serious type of pneumonia, can be contracted through reusable face masks, implying that it could be mistaken for COVID-19.","Posts compartilhados milhares de vezes nas mídias sociais afirmam doença de Legionnaires, um tipo sério de pneumonia, pode ser contratado através de máscaras faciais reutilizáveis, implicando que pode ser confundido com a Covid-19.",0
Social media posts shared thousands of times attribute comments criticizing coronavirus measures to Fox News host Tucker Carlson.,Posts de mídia social compartilhada milhares de vezes atribui comentários criticando medidas de coronavírus para o Host Rox News Tucker Carlson.,0
An image appearing to be an publication by the World Health Organization (WHO) shows that the global health body does not recommend mask-wearing during the COVID-19 pandemic.,Uma imagem parecendo ser uma publicação pela Organização Mundial de Saúde (OMS) mostra que o corpo de saúde global não recomenda máscara durante a pandemia da Covid-19.,0
"If masks were effective and necessary, non-mask wearers should be dead by now","Se máscaras fossem eficazes e necessárias, os usuários não-máscara devem estar mortos agora",0
A Facebook post shared thousands of times claims the United States has reached herd immunity for COVID-19.,Um post do Facebook compartilhado milhares de vezes afirma que os Estados Unidos atingiram a imunidade do rebanho para a Covid-19.,0
"We can’t make a vaccine that works for flu, no vaccine for the respiratory syncytial virus (RSV), and we can’t cure cancer. Yet somehow scientists can make a vaccine for COVID-19 in six months?","Não podemos fazer uma vacina que funcione por gripe, sem vacina para o vírus sincicial respiratório (RSV), e não podemos curar o câncer. No entanto, de alguma forma, os cientistas podem fazer uma vacina para a Covid-19 em seis meses?",0
"Hydroxychloroquine, azithromycin and zinc cure COVID-19","Hidroxicloroquina, azitromicina e zinco cura Covid-19",0
"Facebook posts shared thousands of times claim Washington’s mayor exempted members of Congress from a 14-day quarantine after they traveled to the funeral of civil rights icon John Lewis in Georgia, which the city considers a “high-risk” state for the coronavirus.","Os postos de Facebook compartilham milhares de vezes afirmam que o prefeito de Washington isenta membros do Congresso de uma quarentena de 14 dias depois que viajaram para o funeral dos direitos civis ícone, John Lewis, na Geórgia, que a cidade considera um estado de ""alto risco"" para o coronavírus.",0
"Herman Cain, one-time Republican presidential candidate, died of colon cancer, not COVID-19.","Herman Cain, candidato presidencial republicano único, morreu de câncer de cólon, não Covid-19.",0
"The truck depicting the god of death Anubis is aimed at testing and then infecting people, which eventually ends with human microchipping.","O caminhão que descreve o deus da morte Anubis é destinado a testar e depois infectando as pessoas, o que acaba acabando com o microchip humano.",0
A group called America’s Frontline Doctors are featured in viral video claiming hydroxychloroquine cures COVID-19.,Um grupo chamado Médicos Frontline da América são destaque em vídeo viral reivindicando hidroxicloroquina cura Covid-19.,0
"Stella Immanuel claims that the drug combination of hydroxychloroquine, zinc and azithromycin is a cure and preventative for COVID-19 and that people don’t need to wear masks or practice physical distancing in a Breitbart video featuring a group called America’s Frontline Doctors.","Stella Immanuel afirma que a combinação de drogas de hidroxicloroquina, zinco e azitromicina é uma cura e preventiva para a Covid-19 e que as pessoas não precisam usar máscaras ou praticar distanciamento físico em um vídeo Breitbart com um grupo chamado Médicos de Frontes da América.",0
Wearing a face mask to slow the spread of COVID-19 could cause Legionnaires’ disease.,Vestindo uma máscara facial para retardar a propagação da Covid-19 poderia causar doença de Legionnaires.,0
The nasal swab test for COVID-19 damages the “blood-brain barrier” and can therefore lead to brain infections.,"O teste de cotonete nasal para a Covid-19 prejudica a ""barreira do sangue-sangue"" e pode, portanto, levar a infecções cerebrais.",0
The Centers for Disease Control and Prevention made a mistake and has lowered its COVID-19 case count in Florida.,Os centros de controle de doenças e prevenção cometeram um erro e diminuíram sua contagem de casos da Covid-19 na Flórida.,0
A Facebook video claims that a new oral spray “deactivates 98% of the coronavirus” in the mouth. This effect is believed to be partly due to the ability of trypsin to sever proteins on the surface of the SARS-CoV-2 virus.,"Um vídeo do Facebook afirma que um novo spray oral ""desativa 98% do coronavírus"" na boca. Acredita-se que este efeito seja em parte devido à capacidade de tripsina para cortar proteínas na superfície do vírus SARS-COV-2.",0
5G generates the coronavirus SARS-CoV-2 in human skin cells.,5g gera o coronavírus SARS-Cov-2 em células da pele humana.,0
A mobile COVID-19 testing station bears a logo that depicts an ancient deity of death.,Uma estação de testes Covid-19 móvel tem um logotipo que retrata uma antiga divindade de morte.,0
"Masks do nothing to prevent the spread of pathogens, including SARS-CoV-2, and cause oxygen deficiency","As máscaras não fazem nada para evitar a disseminação de patógenos, incluindo SARS-Cov-2, e causar deficiência de oxigênio",0
