status_id,status_created_at,annotation1,annotation2
1241916762204954624,Mon Mar 23 02:36:44 +0000 2020,conspiracy,irrelevant
1241920834031087616,Mon Mar 23 02:52:55 +0000 2020,irrelevant,irrelevant
1241928919483179009,Mon Mar 23 03:25:02 +0000 2020,conspiracy,
1241954604742365184,Mon Mar 23 05:07:06 +0000 2020,false fact or prevention,false fact or prevention
1241971207265804288,Mon Mar 23 06:13:05 +0000 2020,false fact or prevention,fake treatment
1241980932741107712,Mon Mar 23 06:51:43 +0000 2020,calling out or correction,calling out or correction
1241994486718365696,Mon Mar 23 07:45:35 +0000 2020,calling out or correction,calling out or correction
1242009594936901639,Mon Mar 23 08:45:37 +0000 2020,true prevention,
1242047110440054784,Mon Mar 23 11:14:41 +0000 2020,conspiracy,
1242051180408090624,Mon Mar 23 11:30:52 +0000 2020,calling out or correction,
1242054015770169344,Mon Mar 23 11:42:08 +0000 2020,calling out or correction,
1242057539128307713,Mon Mar 23 11:56:08 +0000 2020,calling out or correction,
1242078415097921540,Mon Mar 23 13:19:05 +0000 2020,false fact or prevention,
1242083790563864576,Mon Mar 23 13:40:27 +0000 2020,calling out or correction,
1242092242929700865,Mon Mar 23 14:14:02 +0000 2020,sarcasm or satire,sarcasm or satire
1242094134036516866,Mon Mar 23 14:21:33 +0000 2020,conspiracy,conspiracy
1242098433973870592,Mon Mar 23 14:38:38 +0000 2020,conspiracy,conspiracy
1242102084901666816,Mon Mar 23 14:53:08 +0000 2020,calling out or correction,calling out or correction
1242123241541365760,Mon Mar 23 16:17:12 +0000 2020,conspiracy,
1242132599734259716,Mon Mar 23 16:54:24 +0000 2020,calling out or correction,calling out or correction
1242141543764541440,Mon Mar 23 17:29:56 +0000 2020,conspiracy,conspiracy
1242154513320030208,Mon Mar 23 18:21:28 +0000 2020,conspiracy,conspiracy
1242181388893409281,Mon Mar 23 20:08:16 +0000 2020,ambiguous or hard to classify,
1242185092853911553,Mon Mar 23 20:22:59 +0000 2020,politics,
1242186113147691010,Mon Mar 23 20:27:02 +0000 2020,calling out or correction,
1242187615123750913,Mon Mar 23 20:33:00 +0000 2020,politics,politics
1242192478930898944,Mon Mar 23 20:52:20 +0000 2020,conspiracy,conspiracy
1242195849809203203,Mon Mar 23 21:05:44 +0000 2020,calling out or correction,
1242203651780816904,Mon Mar 23 21:36:44 +0000 2020,politics,
1242207113423851521,Mon Mar 23 21:50:29 +0000 2020,irrelevant,
1242210819565391880,Mon Mar 23 22:05:13 +0000 2020,conspiracy,
1242213060317605888,Mon Mar 23 22:14:07 +0000 2020,sarcasm or satire,sarcasm or satire
1242215546894024711,Mon Mar 23 22:24:00 +0000 2020,calling out or correction,
1242216078085959685,Mon Mar 23 22:26:06 +0000 2020,conspiracy,
1242216732657242112,Mon Mar 23 22:28:42 +0000 2020,conspiracy,conspiracy
1242217274725019653,Mon Mar 23 22:30:52 +0000 2020,true public health response,ambiguous or hard to classify
1242228008662032395,Mon Mar 23 23:13:31 +0000 2020,conspiracy,
1242246852835074048,Tue Mar 24 00:28:24 +0000 2020,false fact or prevention,false fact or prevention
1242251532742979584,Tue Mar 24 00:46:59 +0000 2020,calling out or correction,
1242289189170765824,Tue Mar 24 03:16:37 +0000 2020,calling out or correction,sarcasm or satire
1242305127131885569,Tue Mar 24 04:19:57 +0000 2020,false fact or prevention,false fact or prevention
1242323123782864896,Tue Mar 24 05:31:28 +0000 2020,false fact or prevention,false fact or prevention
1242345823205126144,Tue Mar 24 07:01:40 +0000 2020,conspiracy,conspiracy
1242349378439872512,Tue Mar 24 07:15:48 +0000 2020,politics,politics
1242354121887408129,Tue Mar 24 07:34:39 +0000 2020,calling out or correction,calling out or correction
1242367394842058756,Tue Mar 24 08:27:23 +0000 2020,conspiracy,conspiracy
1242369403112419328,Tue Mar 24 08:35:22 +0000 2020,conspiracy,conspiracy
1242384957143756802,Tue Mar 24 09:37:10 +0000 2020,calling out or correction,calling out or correction
1242390754955124738,Tue Mar 24 10:00:13 +0000 2020,politics,
1242392995510595587,Tue Mar 24 10:09:07 +0000 2020,conspiracy,conspiracy
1242394707403169792,Tue Mar 24 10:15:55 +0000 2020,calling out or correction,politics
1242396413536768000,Tue Mar 24 10:22:42 +0000 2020,sarcasm or satire,sarcasm or satire
1242406745265393669,Tue Mar 24 11:03:45 +0000 2020,false fact or prevention,false fact or prevention
1242413108376686594,Tue Mar 24 11:29:02 +0000 2020,calling out or correction,politics
1242413837715996672,Tue Mar 24 11:31:56 +0000 2020,true public health response,
1242418952795455489,Tue Mar 24 11:52:16 +0000 2020,politics,politics
1242420192493342720,Tue Mar 24 11:57:11 +0000 2020,conspiracy,conspiracy
1242421654862659585,Tue Mar 24 12:03:00 +0000 2020,conspiracy,
1242422753682051072,Tue Mar 24 12:07:22 +0000 2020,calling out or correction,politics
1242426454069129216,Tue Mar 24 12:22:04 +0000 2020,calling out or correction,ambiguous or hard to classify
1242429268157751296,Tue Mar 24 12:33:15 +0000 2020,calling out or correction,
1242431698635304961,Tue Mar 24 12:42:54 +0000 2020,calling out or correction,
1242434187682091009,Tue Mar 24 12:52:48 +0000 2020,calling out or correction,politics
1242441536509374464,Tue Mar 24 13:22:00 +0000 2020,calling out or correction,
1242450591135289344,Tue Mar 24 13:57:59 +0000 2020,sarcasm or satire,politics
1242451518751682562,Tue Mar 24 14:01:40 +0000 2020,calling out or correction,
1242456815021031425,Tue Mar 24 14:22:43 +0000 2020,fake cure,
1242458460102561795,Tue Mar 24 14:29:15 +0000 2020,calling out or correction,calling out or correction
1242458808787578886,Tue Mar 24 14:30:38 +0000 2020,ambiguous or hard to classify,
1242462009683333120,Tue Mar 24 14:43:21 +0000 2020,calling out or correction,politics
1242462273416974336,Tue Mar 24 14:44:24 +0000 2020,calling out or correction,calling out or correction
1242462707313299458,Tue Mar 24 14:46:07 +0000 2020,calling out or correction,calling out or correction
1242462743036231681,Tue Mar 24 14:46:16 +0000 2020,calling out or correction,politics
1242463487521173504,Tue Mar 24 14:49:13 +0000 2020,calling out or correction,calling out or correction
1242463854451286021,Tue Mar 24 14:50:41 +0000 2020,calling out or correction,politics
1242464187181346816,Tue Mar 24 14:52:00 +0000 2020,calling out or correction,
1242466916209315840,Tue Mar 24 15:02:51 +0000 2020,politics,politics
1242469186737016832,Tue Mar 24 15:11:52 +0000 2020,calling out or correction,calling out or correction
1242471796668092416,Tue Mar 24 15:22:14 +0000 2020,irrelevant,
1242472791775031298,Tue Mar 24 15:26:12 +0000 2020,calling out or correction,
1242473632493981696,Tue Mar 24 15:29:32 +0000 2020,calling out or correction,politics
1242473780041199616,Tue Mar 24 15:30:07 +0000 2020,calling out or correction,calling out or correction
1242474121239441408,Tue Mar 24 15:31:29 +0000 2020,calling out or correction,calling out or correction
1242478627163439104,Tue Mar 24 15:49:23 +0000 2020,calling out or correction,calling out or correction
1242481007233769474,Tue Mar 24 15:58:50 +0000 2020,calling out or correction,calling out or correction
1242481403683618817,Tue Mar 24 16:00:25 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1242481819137777665,Tue Mar 24 16:02:04 +0000 2020,calling out or correction,politics
1242485761749864448,Tue Mar 24 16:17:44 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1242487597966020610,Tue Mar 24 16:25:02 +0000 2020,calling out or correction,
1242488829321199616,Tue Mar 24 16:29:55 +0000 2020,calling out or correction,calling out or correction
1242489418528808960,Tue Mar 24 16:32:16 +0000 2020,conspiracy,conspiracy
1242491484185808896,Tue Mar 24 16:40:28 +0000 2020,calling out or correction,calling out or correction
1242493253431238656,Tue Mar 24 16:47:30 +0000 2020,true prevention,true prevention
1242496061693812736,Tue Mar 24 16:58:40 +0000 2020,politics,politics
1242501141285326849,Tue Mar 24 17:18:51 +0000 2020,calling out or correction,calling out or correction
1242503450673504258,Tue Mar 24 17:28:01 +0000 2020,calling out or correction,
1242504494153256961,Tue Mar 24 17:32:10 +0000 2020,sarcasm or satire,ambiguous or hard to classify
1242505406364213249,Tue Mar 24 17:35:48 +0000 2020,calling out or correction,sarcasm or satire
1242506222915465220,Tue Mar 24 17:39:02 +0000 2020,conspiracy,conspiracy
1242506470282977285,Tue Mar 24 17:40:01 +0000 2020,news,
1242506723006361600,Tue Mar 24 17:41:02 +0000 2020,politics,politics
1242508947832967168,Tue Mar 24 17:49:52 +0000 2020,conspiracy,conspiracy
1242510467299282945,Tue Mar 24 17:55:54 +0000 2020,fake cure,
1242516643982516231,Tue Mar 24 18:20:27 +0000 2020,calling out or correction,calling out or correction
1242517563327893504,Tue Mar 24 18:24:06 +0000 2020,calling out or correction,calling out or correction
1242519049159860224,Tue Mar 24 18:30:00 +0000 2020,sarcasm or satire,sarcasm or satire
1242521614358585344,Tue Mar 24 18:40:12 +0000 2020,sarcasm or satire,sarcasm or satire
1242523483885764608,Tue Mar 24 18:47:38 +0000 2020,politics,politics
1242525615422615559,Tue Mar 24 18:56:06 +0000 2020,true public health response,
1242530771463790594,Tue Mar 24 19:16:35 +0000 2020,fake treatment,fake treatment
1242531825039429635,Tue Mar 24 19:20:46 +0000 2020,sarcasm or satire,sarcasm or satire
1242532132611690497,Tue Mar 24 19:22:00 +0000 2020,calling out or correction,calling out or correction
1242534303000559616,Tue Mar 24 19:30:37 +0000 2020,calling out or correction,politics
1242535279665315840,Tue Mar 24 19:34:30 +0000 2020,sarcasm or satire,calling out or correction
1242540923252244480,Tue Mar 24 19:56:56 +0000 2020,calling out or correction,calling out or correction
1242545241338417152,Tue Mar 24 20:14:05 +0000 2020,calling out or correction,calling out or correction
1242549443041378310,Tue Mar 24 20:30:47 +0000 2020,calling out or correction,calling out or correction
1242549723463995392,Tue Mar 24 20:31:54 +0000 2020,calling out or correction,politics
1242551915231293443,Tue Mar 24 20:40:36 +0000 2020,calling out or correction,calling out or correction
1242552635888107520,Tue Mar 24 20:43:28 +0000 2020,fake cure,
1242555327700258816,Tue Mar 24 20:54:10 +0000 2020,politics,politics
1242556283665788928,Tue Mar 24 20:57:58 +0000 2020,calling out or correction,ambiguous or hard to classify
1242561640135929857,Tue Mar 24 21:19:15 +0000 2020,calling out or correction,calling out or correction
1242561840313483267,Tue Mar 24 21:20:03 +0000 2020,politics,
1242562019800350722,Tue Mar 24 21:20:45 +0000 2020,calling out or correction,
1242562215238139905,Tue Mar 24 21:21:32 +0000 2020,calling out or correction,politics
1242565091138113539,Tue Mar 24 21:32:58 +0000 2020,calling out or correction,calling out or correction
1242566115433287681,Tue Mar 24 21:37:02 +0000 2020,calling out or correction,politics
1242568237620924416,Tue Mar 24 21:45:28 +0000 2020,conspiracy,
1242573817395974147,Tue Mar 24 22:07:38 +0000 2020,sarcasm or satire,calling out or correction
1242589543875788801,Tue Mar 24 23:10:08 +0000 2020,politics,
1242591999049465859,Tue Mar 24 23:19:53 +0000 2020,false fact or prevention,false fact or prevention
1242596177549365248,Tue Mar 24 23:36:29 +0000 2020,sarcasm or satire,sarcasm or satire
1242606162266087424,Wed Mar 25 00:16:10 +0000 2020,sarcasm or satire,sarcasm or satire
1242614626304454656,Wed Mar 25 00:49:48 +0000 2020,calling out or correction,
1242623075134431233,Wed Mar 25 01:23:22 +0000 2020,politics,politics
1242631580503248898,Wed Mar 25 01:57:10 +0000 2020,conspiracy,conspiracy
1242639490465665024,Wed Mar 25 02:28:36 +0000 2020,calling out or correction,politics
1242643824981078016,Wed Mar 25 02:45:49 +0000 2020,sarcasm or satire,sarcasm or satire
1242653632241307648,Wed Mar 25 03:24:47 +0000 2020,true prevention,
1242658038592520193,Wed Mar 25 03:42:18 +0000 2020,conspiracy,conspiracy
1242659593487966208,Wed Mar 25 03:48:29 +0000 2020,conspiracy,conspiracy
1242668677205504002,Wed Mar 25 04:24:34 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1242677591271768065,Wed Mar 25 05:00:00 +0000 2020,true public health response,
1242699054997528576,Wed Mar 25 06:25:17 +0000 2020,irrelevant,
1242712716352966657,Wed Mar 25 07:19:34 +0000 2020,conspiracy,conspiracy
1242755605099659267,Wed Mar 25 10:10:00 +0000 2020,calling out or correction,
1242768398938849287,Wed Mar 25 11:00:50 +0000 2020,conspiracy,
1242783545531260928,Wed Mar 25 12:01:01 +0000 2020,irrelevant,irrelevant
1242795670391537664,Wed Mar 25 12:49:12 +0000 2020,conspiracy,conspiracy
1242799274120949766,Wed Mar 25 13:03:31 +0000 2020,news,
1242809711856148483,Wed Mar 25 13:45:00 +0000 2020,news,
1242810285301231616,Wed Mar 25 13:47:16 +0000 2020,calling out or correction,
1242813974703415297,Wed Mar 25 14:01:56 +0000 2020,calling out or correction,calling out or correction
1242817213523886082,Wed Mar 25 14:14:48 +0000 2020,irrelevant,irrelevant
1242819124990021632,Wed Mar 25 14:22:24 +0000 2020,conspiracy,conspiracy
1242834834986237955,Wed Mar 25 15:24:50 +0000 2020,calling out or correction,calling out or correction
1242836498614976513,Wed Mar 25 15:31:26 +0000 2020,calling out or correction,
1242838008539340804,Wed Mar 25 15:37:26 +0000 2020,conspiracy,conspiracy
1242851472997519366,Wed Mar 25 16:30:56 +0000 2020,calling out or correction,calling out or correction
1242875976868081665,Wed Mar 25 18:08:19 +0000 2020,sarcasm or satire,politics
1242904097159774208,Wed Mar 25 20:00:03 +0000 2020,false fact or prevention,false fact or prevention
1242904602699165697,Wed Mar 25 20:02:03 +0000 2020,conspiracy,
1242911008647192578,Wed Mar 25 20:27:31 +0000 2020,conspiracy,conspiracy
1242933253809422336,Wed Mar 25 21:55:54 +0000 2020,calling out or correction,calling out or correction
1242938647491620872,Wed Mar 25 22:17:20 +0000 2020,sarcasm or satire,false fact or prevention
1242941213335937026,Wed Mar 25 22:27:32 +0000 2020,sarcasm or satire,sarcasm or satire
1242944867313029121,Wed Mar 25 22:42:03 +0000 2020,calling out or correction,
1242952926458515457,Wed Mar 25 23:14:05 +0000 2020,false fact or prevention,
1242961115593584640,Wed Mar 25 23:46:37 +0000 2020,sarcasm or satire,sarcasm or satire
1242992684395978753,Thu Mar 26 01:52:04 +0000 2020,conspiracy,
1243000492709511169,Thu Mar 26 02:23:05 +0000 2020,irrelevant,
1243001127488098305,Thu Mar 26 02:25:37 +0000 2020,calling out or correction,false fact or prevention
1243004570428534784,Thu Mar 26 02:39:18 +0000 2020,ambiguous or hard to classify,
1243036240942788608,Thu Mar 26 04:45:08 +0000 2020,conspiracy,
1243111940819505152,Thu Mar 26 09:45:57 +0000 2020,calling out or correction,
1243111951795916801,Thu Mar 26 09:45:59 +0000 2020,calling out or correction,
1243144576241741824,Thu Mar 26 11:55:38 +0000 2020,irrelevant,
1243180010187501569,Thu Mar 26 14:16:26 +0000 2020,true prevention,
1243191606120828929,Thu Mar 26 15:02:30 +0000 2020,sarcasm or satire,calling out or correction
1243199098057965572,Thu Mar 26 15:32:17 +0000 2020,sarcasm or satire,sarcasm or satire
1243213880819503104,Thu Mar 26 16:31:01 +0000 2020,conspiracy,conspiracy
1243243707563823104,Thu Mar 26 18:29:32 +0000 2020,calling out or correction,sarcasm or satire
1243244954127872000,Thu Mar 26 18:34:30 +0000 2020,calling out or correction,calling out or correction
1243245670863122434,Thu Mar 26 18:37:20 +0000 2020,conspiracy,
1243302301147836422,Thu Mar 26 22:22:22 +0000 2020,ambiguous or hard to classify,
1243331407029702657,Fri Mar 27 00:18:02 +0000 2020,calling out or correction,
1243370968921366530,Fri Mar 27 02:55:14 +0000 2020,politics,politics
1243372788024594433,Fri Mar 27 03:02:28 +0000 2020,sarcasm or satire,sarcasm or satire
1243376497554894850,Fri Mar 27 03:17:12 +0000 2020,calling out or correction,
1243379784647835648,Fri Mar 27 03:30:16 +0000 2020,calling out or correction,politics
1243440930301956096,Fri Mar 27 07:33:14 +0000 2020,false fact or prevention,conspiracy
1243445857946566656,Fri Mar 27 07:52:49 +0000 2020,politics,politics
1243508579673329665,Fri Mar 27 12:02:03 +0000 2020,conspiracy,
1243510014981083138,Fri Mar 27 12:07:45 +0000 2020,calling out or correction,
1243522139052863488,Fri Mar 27 12:55:56 +0000 2020,false fact or prevention,false fact or prevention
1243551827305664512,Fri Mar 27 14:53:54 +0000 2020,irrelevant,
1243553495346827264,Fri Mar 27 15:00:32 +0000 2020,false public health response,
1243556772461400064,Fri Mar 27 15:13:33 +0000 2020,fake treatment,fake treatment
1243573268230987776,Fri Mar 27 16:19:06 +0000 2020,calling out or correction,politics
1243576340156157952,Fri Mar 27 16:31:18 +0000 2020,news,
1243590878360412160,Fri Mar 27 17:29:04 +0000 2020,news,
1243600295315324929,Fri Mar 27 18:06:30 +0000 2020,calling out or correction,
1243601575894904832,Fri Mar 27 18:11:35 +0000 2020,calling out or correction,
1243615982339399688,Fri Mar 27 19:08:50 +0000 2020,ambiguous or hard to classify,
1243628202880192512,Fri Mar 27 19:57:23 +0000 2020,calling out or correction,
1243632900274139136,Fri Mar 27 20:16:03 +0000 2020,panic buying,
1243633910803599365,Fri Mar 27 20:20:04 +0000 2020,conspiracy,
1243633973538041874,Fri Mar 27 20:20:19 +0000 2020,conspiracy,conspiracy
1243636847781089280,Fri Mar 27 20:31:44 +0000 2020,conspiracy,
1243650754881056768,Fri Mar 27 21:27:00 +0000 2020,conspiracy,
1243650994854137856,Fri Mar 27 21:27:57 +0000 2020,sarcasm or satire,calling out or correction
1243653066752212995,Fri Mar 27 21:36:11 +0000 2020,calling out or correction,calling out or correction
1243667886025121792,Fri Mar 27 22:35:04 +0000 2020,irrelevant,conspiracy
1243668878418497536,Fri Mar 27 22:39:01 +0000 2020,calling out or correction,calling out or correction
1243690267162505216,Sat Mar 28 00:04:00 +0000 2020,politics,politics
1243692401908043777,Sat Mar 28 00:12:29 +0000 2020,politics,politics
1243710296549740551,Sat Mar 28 01:23:36 +0000 2020,calling out or correction,
1243716441393659904,Sat Mar 28 01:48:01 +0000 2020,ambiguous or hard to classify,
1243718175721582592,Sat Mar 28 01:54:54 +0000 2020,calling out or correction,
1243724224297979905,Sat Mar 28 02:18:57 +0000 2020,politics,politics
1243731594260578304,Sat Mar 28 02:48:14 +0000 2020,conspiracy,
1243741319186362368,Sat Mar 28 03:26:52 +0000 2020,politics,politics
1243747890406793222,Sat Mar 28 03:52:59 +0000 2020,news,
1243759469026250752,Sat Mar 28 04:39:00 +0000 2020,irrelevant,
1243817035597037570,Sat Mar 28 08:27:44 +0000 2020,panic buying,
1243818616958697472,Sat Mar 28 08:34:01 +0000 2020,irrelevant,irrelevant
1243898502578679808,Sat Mar 28 13:51:28 +0000 2020,news,
1243898862793904137,Sat Mar 28 13:52:54 +0000 2020,conspiracy,conspiracy
1243901939437522946,Sat Mar 28 14:05:07 +0000 2020,true prevention,
1243906399232569345,Sat Mar 28 14:22:50 +0000 2020,conspiracy,
1243908420324847616,Sat Mar 28 14:30:52 +0000 2020,ambiguous or hard to classify,
1243911639986057216,Sat Mar 28 14:43:40 +0000 2020,ambiguous or hard to classify,
1243916581949911045,Sat Mar 28 15:03:18 +0000 2020,false public health response,fake treatment
1243934288829018112,Sat Mar 28 16:13:40 +0000 2020,conspiracy,
1243946027779903489,Sat Mar 28 17:00:19 +0000 2020,irrelevant,
1243962896268353536,Sat Mar 28 18:07:20 +0000 2020,calling out or correction,calling out or correction
1243973105535483906,Sat Mar 28 18:47:54 +0000 2020,calling out or correction,calling out or correction
1243975011960082432,Sat Mar 28 18:55:29 +0000 2020,politics,
1243981545213513728,Sat Mar 28 19:21:27 +0000 2020,false fact or prevention,false fact or prevention
1243993924596883457,Sat Mar 28 20:10:38 +0000 2020,sarcasm or satire,
1243998219001970689,Sat Mar 28 20:27:42 +0000 2020,conspiracy,conspiracy
1243999280685350917,Sat Mar 28 20:31:55 +0000 2020,calling out or correction,sarcasm or satire
1243999991506616321,Sat Mar 28 20:34:45 +0000 2020,irrelevant,
1244009617761370116,Sat Mar 28 21:13:00 +0000 2020,true prevention,true prevention
1244011161420541952,Sat Mar 28 21:19:08 +0000 2020,politics,politics
1244020139865116672,Sat Mar 28 21:54:48 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1244021642986061824,Sat Mar 28 22:00:47 +0000 2020,politics,politics
1244037797003923456,Sat Mar 28 23:04:58 +0000 2020,conspiracy,
1244054437665992704,Sun Mar 29 00:11:06 +0000 2020,irrelevant,
1244059192974954496,Sun Mar 29 00:29:59 +0000 2020,fake cure,fake cure
1244062255387377665,Sun Mar 29 00:42:09 +0000 2020,conspiracy,conspiracy
1244078377771753472,Sun Mar 29 01:46:13 +0000 2020,ambiguous or hard to classify,
1244088832657686530,Sun Mar 29 02:27:46 +0000 2020,fake treatment,fake treatment
1244095421691166723,Sun Mar 29 02:53:57 +0000 2020,false fact or prevention,ambiguous or hard to classify
1244100793591926784,Sun Mar 29 03:15:18 +0000 2020,conspiracy,conspiracy
1244112861888208896,Sun Mar 29 04:03:15 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1244117732725084161,Sun Mar 29 04:22:36 +0000 2020,fake cure,
1244119593750343680,Sun Mar 29 04:30:00 +0000 2020,calling out or correction,calling out or correction
1244136388074799104,Sun Mar 29 05:36:44 +0000 2020,news,
1244159214072840192,Sun Mar 29 07:07:26 +0000 2020,calling out or correction,
1244175908333912070,Sun Mar 29 08:13:46 +0000 2020,fake cure,
1244177738153381889,Sun Mar 29 08:21:03 +0000 2020,fake treatment,
1244178003791433728,Sun Mar 29 08:22:06 +0000 2020,true public health response,
1244182692146450433,Sun Mar 29 08:40:44 +0000 2020,fake treatment,
1244185618005057537,Sun Mar 29 08:52:21 +0000 2020,conspiracy,
1244186199696211968,Sun Mar 29 08:54:40 +0000 2020,calling out or correction,calling out or correction
1244195622468501504,Sun Mar 29 09:32:07 +0000 2020,sarcasm or satire,sarcasm or satire
1244195905999376384,Sun Mar 29 09:33:14 +0000 2020,sarcasm or satire,sarcasm or satire
1244210692724363265,Sun Mar 29 10:32:00 +0000 2020,politics,politics
1244214574410326017,Sun Mar 29 10:47:25 +0000 2020,irrelevant,
1244219915093127169,Sun Mar 29 11:08:38 +0000 2020,false fact or prevention,false fact or prevention
1244231424179388417,Sun Mar 29 11:54:22 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1244235592772268033,Sun Mar 29 12:10:56 +0000 2020,false fact or prevention,ambiguous or hard to classify
1244237157155430400,Sun Mar 29 12:17:09 +0000 2020,conspiracy,politics
1244237783851569152,Sun Mar 29 12:19:39 +0000 2020,politics,
1244241409613484034,Sun Mar 29 12:34:03 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1244241619345342468,Sun Mar 29 12:34:53 +0000 2020,politics,politics
1244243450247229440,Sun Mar 29 12:42:10 +0000 2020,fake treatment,ambiguous or hard to classify
1244244017212203008,Sun Mar 29 12:44:25 +0000 2020,politics,
1244244496822554625,Sun Mar 29 12:46:19 +0000 2020,true public health response,false fact or prevention
1244244765207642113,Sun Mar 29 12:47:23 +0000 2020,true public health response,fake treatment
1244245165050650625,Sun Mar 29 12:48:58 +0000 2020,fake treatment,
1244245440977088513,Sun Mar 29 12:50:04 +0000 2020,fake treatment,
1244248354457968640,Sun Mar 29 13:01:39 +0000 2020,politics,politics
1244252967064219648,Sun Mar 29 13:19:59 +0000 2020,news,
1244252985858949121,Sun Mar 29 13:20:03 +0000 2020,politics,politics
1244253250200666125,Sun Mar 29 13:21:06 +0000 2020,politics,politics
1244253293892841472,Sun Mar 29 13:21:17 +0000 2020,politics,politics
1244254232561225729,Sun Mar 29 13:25:00 +0000 2020,politics,politics
1244257008532021249,Sun Mar 29 13:36:02 +0000 2020,fake treatment,sarcasm or satire
1244260325572186112,Sun Mar 29 13:49:13 +0000 2020,politics,
1244263085877137411,Sun Mar 29 14:00:11 +0000 2020,politics,sarcasm or satire
1244264210122641409,Sun Mar 29 14:04:39 +0000 2020,fake treatment,ambiguous or hard to classify
1244267193442938887,Sun Mar 29 14:16:30 +0000 2020,politics,politics
1244270192710090753,Sun Mar 29 14:28:26 +0000 2020,ambiguous or hard to classify,calling out or correction
1244272713432252417,Sun Mar 29 14:38:27 +0000 2020,calling out or correction,
1244273308834697219,Sun Mar 29 14:40:48 +0000 2020,calling out or correction,calling out or correction
1244273896704049155,Sun Mar 29 14:43:09 +0000 2020,fake treatment,fake treatment
1244275670718562304,Sun Mar 29 14:50:12 +0000 2020,false fact or prevention,fake cure
1244279624919478272,Sun Mar 29 15:05:54 +0000 2020,fake treatment,fake treatment
1244280535335272450,Sun Mar 29 15:09:31 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1244319721022881792,Sun Mar 29 17:45:14 +0000 2020,sarcasm or satire,
1244356999791480832,Sun Mar 29 20:13:22 +0000 2020,politics,
1244514399831724032,Mon Mar 30 06:38:49 +0000 2020,irrelevant,
1244694680832483330,Mon Mar 30 18:35:11 +0000 2020,calling out or correction,
1244700123306831879,Mon Mar 30 18:56:49 +0000 2020,true public health response,
1244738285252915200,Mon Mar 30 21:28:27 +0000 2020,sarcasm or satire,
1244955734871142400,Tue Mar 31 11:52:32 +0000 2020,calling out or correction,
1245007395039870976,Tue Mar 31 15:17:48 +0000 2020,conspiracy,
1245037399429660675,Tue Mar 31 17:17:02 +0000 2020,fake cure,
1245052012472995840,Tue Mar 31 18:15:06 +0000 2020,calling out or correction,
1245091744791707648,Tue Mar 31 20:52:59 +0000 2020,conspiracy,
1245119497863749633,Tue Mar 31 22:43:16 +0000 2020,conspiracy,
1245133059751653377,Tue Mar 31 23:37:09 +0000 2020,conspiracy,
1245241470841389056,Wed Apr 01 06:47:56 +0000 2020,calling out or correction,
1245289091639521280,Wed Apr 01 09:57:10 +0000 2020,calling out or correction,
1245294187668549632,Wed Apr 01 10:17:25 +0000 2020,calling out or correction,
1245339250406510592,Wed Apr 01 13:16:29 +0000 2020,conspiracy,
1245381677821693952,Wed Apr 01 16:05:04 +0000 2020,true prevention,
1245434871431880704,Wed Apr 01 19:36:27 +0000 2020,conspiracy,
1245670163350872064,Thu Apr 02 11:11:25 +0000 2020,conspiracy,
1245689245122981889,Thu Apr 02 12:27:14 +0000 2020,conspiracy,
1245697896726421504,Thu Apr 02 13:01:37 +0000 2020,conspiracy,
1245749188672929792,Thu Apr 02 16:25:26 +0000 2020,calling out or correction,
1245750338658975753,Thu Apr 02 16:30:00 +0000 2020,calling out or correction,
1245759174161694721,Thu Apr 02 17:05:06 +0000 2020,true prevention,
1245773662327697410,Thu Apr 02 18:02:41 +0000 2020,false fact or prevention,
1245796896054132736,Thu Apr 02 19:35:00 +0000 2020,calling out or correction,
1245812913140629504,Thu Apr 02 20:38:39 +0000 2020,calling out or correction,
1245814639407050760,Thu Apr 02 20:45:30 +0000 2020,true public health response,
1245828135192424455,Thu Apr 02 21:39:08 +0000 2020,calling out or correction,
1245874150587146247,Fri Apr 03 00:41:59 +0000 2020,conspiracy,
1245974647742423045,Fri Apr 03 07:21:19 +0000 2020,conspiracy,
1246035544858980352,Fri Apr 03 11:23:18 +0000 2020,fake cure,
1246035787780685826,Fri Apr 03 11:24:16 +0000 2020,false fact or prevention,
1246037538638356480,Fri Apr 03 11:31:14 +0000 2020,conspiracy,
1246049102195904512,Fri Apr 03 12:17:11 +0000 2020,conspiracy,
1246069247580737536,Fri Apr 03 13:37:14 +0000 2020,news,
1246070733161332736,Fri Apr 03 13:43:08 +0000 2020,news,
1246074145747521536,Fri Apr 03 13:56:41 +0000 2020,calling out or correction,
1246074296394342401,Fri Apr 03 13:57:17 +0000 2020,calling out or correction,
1246081017141547008,Fri Apr 03 14:24:00 +0000 2020,calling out or correction,
1246090340282634240,Fri Apr 03 15:01:03 +0000 2020,true public health response,
1246120371780231170,Fri Apr 03 17:00:23 +0000 2020,calling out or correction,
1246123542523129856,Fri Apr 03 17:12:59 +0000 2020,conspiracy,
